Nama,ID Produk,Rentang GMV,Status daftar produk,GMV,GMV dari LIVE penjual,GMV LIVE penjual,GMV tidak langsung dari LIVE penjual,GMV dari video penjual,GMV video penjual,GMV tidak langsung dari video penjual,GMV dari kreator,GMV dari LIVE kreator,GMV LIVE afiliasi,GMV tidak langsung dari LIVE kreator,GMV dari video afiliasi,GMV video Afiliasi,GMV tidak langsung dari video kreator,GMV kartu produk penjual,Pesanan,Pesanan SKU,Produk terjual,Est. pembeli,AOV (pesanan SKU),Impresi produk,Klik produk,CTR,Jumlah tambahkan ke keranjang,Persentase tambahkan ke keranjang,CTOR (pesanan SKU),Impresi produk unik,Klik unik,CTR unik,Pembeli yang menambahkan ke keranjang,Persentase ATC unik,CTOR unik (pesanan SKU),GMV dengan pajak,Pajak,GMV (dengan subsidi dari TikTok),Shipping fees,Pengembalian dana,Produk yang dikembalikan dananya,Pembeli yang dikembalikan dananya,Impresi produk tab Toko,Klik produk tab Toko,Klik produk tab Toko unik,Est. pembeli tab Toko,CTR tab Toko,CTOR tab Toko (SKU),GMV tab Toko,Produk terjual dari tab Toko,Perolehan GMV,GMV.1,GMV tidak langsung,Pesanan teratribusi,Pesanan SKU teratribusi,Pesanan SKU.1,Pesanan SKU tidak langsung,Produk terjual dengan atribusi,Produk terjual.1,Produk yang terjual secara tidak langsung,Est. pembeli.1,AOV (pesanan SKU teratribusi),Jumlah LIVE baru,Impresi produk.1,Klik produk.1,CTR.1,Jumlah tambahkan ke keranjang.1,Persentase tambahkan ke keranjang.1,CTOR (pesanan SKU).1,Impresi produk unik.1,Klik unik.1,CTR unik.1,Pembeli yang menambahkan ke keranjang.1,Persentase ATC unik.1,CTOR unik (pesanan SKU).1,Perolehan GMV.1,GMV.2,GMV tidak langsung.1,Pesanan teratribusi.1,Pesanan SKU teratribusi.1,Pesanan SKU.2,Pesanan SKU tidak langsung.1,Produk terjual dengan atribusi.1,Produk terjual.2,Produk yang terjual secara tidak langsung.1,Est. pembeli.2,AOV (pesanan SKU teratribusi).1,Jumlah video baru,Impresi produk.2,Klik produk.2,CTR.2,Jumlah tambahkan ke keranjang.2,Persentase tambahkan ke keranjang.2,CTOR (pesanan SKU).2,Impresi produk unik.2,Klik unik.2,CTR unik.2,Pembeli yang menambahkan ke keranjang.2,Persentase ATC unik.2,CTOR unik (pesanan SKU).2,Perolehan GMV.2,GMV dari LIVE,GMV LIVE afiliasi.1,GMV tidak langsung dari LIVE kreator.1,GMV dari video,GMV video Afiliasi.1,GMV tidak langsung dari video kreator.1,Pesanan teratribusi.2,Pesanan SKU teratribusi.2,Produk terjual dengan atribusi.2,Est. pembeli.3,AOV (pesanan SKU teratribusi).2,promoting_creators_metric_name_short_ui,Jumlah LIVE baru.1,Jumlah video baru.1,Impresi produk.3,Klik produk.3,CTR.3,Jumlah tambahkan ke keranjang.3,Persentase tambahkan ke keranjang.3,CTOR (pesanan SKU).3,Impresi produk unik.3,Klik unik.3,CTR unik.3,Pembeli yang menambahkan ke keranjang.3,Persentase ATC unik.3,CTOR unik (pesanan SKU).3,Impresi produk (LIVE),Klik produk (LIVE),CTR (LIVE),Jumlah tambahkan ke keranjang (LIVE),Tambahkan ke keranjang (LIVE),CTOR (pesanan SKU) (LIVE),Impresi produk unik (LIVE),Klik unik (LIVE),CTR unik (LIVE),Pengguna ATC (LIVE),Persentase ATC unik (LIVE),CTOR unik (SKU) (LIVE),Impresi produk (video),Klik produk (video),CTR (video),Jumlah tambahkan ke keranjang (video),Tambahkan ke keranjang (video),CTOR (pesanan SKU) (video),Impresi produk unik (video),Klik unik (video),CTR unik (video),Pengguna ATC (video),Persentase ATC unik (video),CTOR unik (SKU) (video),Perolehan GMV.3,GMV.3,GMV tidak langsung.2,Pesanan teratribusi.3,Pesanan SKU teratribusi.3,Pesanan SKU.3,Pesanan SKU tidak langsung.2,Produk terjual dengan atribusi.3,Produk terjual.3,Produk yang terjual secara tidak langsung.2,Est. pembeli.4,AOV (pesanan SKU teratribusi).3,Impresi produk.4,Klik produk.4,CTR.4,Jumlah tambahkan ke keranjang.4,Persentase tambahkan ke keranjang.4,CTOR (pesanan SKU).4,Impresi produk unik.4,Klik unik.4,CTR unik.4,Pembeli yang menambahkan ke keranjang.4,Persentase ATC unik.4,CTOR unik (pesanan SKU).4
[2 ITEM]  Air Duster dan Air Chuck ELLKA Alat isi Angin Dan Alat Pembersih Debu,1729967056416901629,produk terjual ≥1,Aktif,Rp272.073,Rp0,Rp0,Rp0,Rp0,Rp0,Rp0,Rp135.199,Rp0,Rp0,Rp0,Rp103.525,Rp103.525,Rp0,Rp136.874,8,8,8,8,Rp34.009,2082,49,2.35%,5,10.20%,16.33%,1770,35,1.98%,4,11.43%,22.86%,Rp272.073,Rp0,Rp374.753,Rp98.658,Rp0,0,0,1432,28,19,3,1.96%,10.71%,Rp104.836,3,Rp0,Rp0,Rp0,0,0,0,0,0,0,0,0,Rp0,0,0,0,0.00%,0,0.00%,0.00%,0,0,0.00%,0,0.00%,0.00%,Rp0,Rp0,Rp0,0,0,0,0,0,0,0,0,Rp0,0,9,0,0.00%,0,0.00%,0.00%,9,0,0.00%,0,0.00%,0.00%,Rp135.199,Rp0,Rp0,Rp0,Rp103.525,Rp103.525,Rp0,4,4,4,4,Rp33.800,1,0,1,386,15,3.89%,1,6.67%,26.67%,304,11,3.62%,1,9.09%,36.36%,0,0,0.00%,0,0.00%,0.00%,0,0,0.00%,0,0.00%,0.00%,355,15,4.23%,1,6.67%,20.00%,284,11,3.87%,1,9.09%,27.27%,Rp136.874,Rp136.874,Rp0,4,4,4,0,4,4,0,4,Rp34.218,1687,34,2.02%,4,11.76%,11.76%,1480,24,1.62%,3,12.50%,16.67%
"Kunci Inggris 8"" 10"" 12"" Adjustable Wrench Baut Inggris CRV Steel Gagang Lapis Karet - Kunci Inggris Phantom Inggris",1730822563626190333,produk terjual ≥1,Aktif,Rp265.993,Rp0,Rp0,Rp0,Rp0,Rp0,Rp0,Rp236.918,Rp0,Rp0,Rp0,Rp205.918,Rp205.918,Rp0,Rp29.075,8,8,8,8,Rp33.249,7899,429,5.43%,14,3.26%,1.86%,6751,366,5.42%,12,3.28%,2.19%,Rp265.993,Rp0,Rp397.220,Rp146.447,Rp0,0,0,5476,315,270,7,5.75%,2.22%,Rp234.373,7,Rp0,Rp0,Rp0,0,0,0,0,0,0,0,0,Rp0,0,0,0,0.00%,0,0.00%,0.00%,0,0,0.00%,0,0.00%,0.00%,Rp0,Rp0,Rp0,0,0,0,0,0,0,0,0,Rp0,0,135,12,8.89%,0,0.00%,0.00%,90,5,5.56%,0,0.00%,0.00%,Rp236.918,Rp0,Rp0,Rp0,Rp205.918,Rp205.918,Rp0,7,7,7,7,Rp33.845,2,0,2,2415,168,6.96%,1,0.60%,4.17%,1953,142,7.27%,1,0.70%,4.93%,0,0,0.00%,0,0.00%,0.00%,0,0,0.00%,0,0.00%,0.00%,2314,166,7.17%,1,0.60%,3.61%,1890,140,7.41%,1,0.71%,4.29%,Rp29.075,Rp29.075,Rp0,1,1,1,0,1,1,0,1,Rp29.075,5346,249,4.66%,13,5.22%,0.40%,4651,218,4.69%,11,5.05%,0.46%
YUKIDO SELANG KOMPRESOR KUNING 10M 3PLY YB-03,1729643056045197821,produk terjual ≥1,Aktif,Rp262.979,Rp0,Rp0,Rp0,Rp188.784,Rp88.130,Rp100.654,Rp0,Rp0,Rp0,Rp0,Rp0,Rp0,Rp0,Rp74.195,3,3,3,3,Rp87.660,6530,203,3.11%,5,2.46%,1.48%,5241,181,3.45%,4,2.21%,1.66%,Rp262.979,Rp0,Rp301.219,Rp43.000,Rp0,0,0,2562,57,54,1,2.22%,1.75%,Rp74.195,1,Rp0,Rp0,Rp0,0,0,0,0,0,0,0,0,Rp0,0,0,0,0.00%,0,0.00%,0.00%,0,0,0.00%,0,0.00%,0.00%,Rp188.784,Rp88.130,Rp100.654,2,2,1,1,2,1,1,2,Rp94.392,0,2038,99,4.86%,0,0.00%,2.02%,1402,86,6.13%,0,0.00%,2.33%,Rp0,Rp0,Rp0,Rp0,Rp0,Rp0,Rp0,0,0,0,0,Rp0,0,0,0,45,0,0.00%,0,0.00%,0.00%,37,0,0.00%,0,0.00%,0.00%,0,0,0.00%,0,0.00%,0.00%,0,0,0.00%,0,0.00%,0.00%,0,0,0.00%,0,0.00%,0.00%,0,0,0.00%,0,0.00%,0.00%,Rp74.195,Rp74.195,Rp0,1,1,1,0,1,1,0,1,Rp74.195,4447,104,2.34%,5,4.81%,0.96%,3794,96,2.53%,4,4.17%,1.04%
Sarung Tangan Kerja Proyek Anti Slip Tebal Kuat Safety Glove Premium Sarung Tangan Karet LATEX / PALMFIT / NYLON Polvrethane Gloves,1733035381798766077,GMV & produk terjual = 0,Aktif,Rp262.101,Rp0,Rp0,Rp0,Rp11.519,Rp0,Rp11.519,Rp73.661,Rp0,Rp0,Rp0,Rp0,Rp0,Rp0,Rp176.921,19,19,40,19,Rp13.795,12794,315,2.46%,32,10.16%,6.03%,11080,262,2.36%,28,10.69%,7.25%,Rp262.101,Rp0,Rp529.406,Rp284.875,Rp45.657,7,4,8834,211,182,14,2.39%,6.64%,Rp212.022,35,Rp0,Rp0,Rp0,0,0,0,0,0,0,0,0,Rp0,0,1,0,0.00%,0,0.00%,0.00%,1,0,0.00%,0,0.00%,0.00%,Rp11.519,Rp0,Rp11.519,2,2,0,2,2,0,2,2,Rp5.760,0,1,0,0.00%,0,0.00%,0.00%,1,0,0.00%,0,0.00%,0.00%,Rp73.661,Rp0,Rp0,Rp0,Rp0,Rp0,Rp0,7,7,11,7,Rp10.523,2,0,2,138,5,3.62%,0,0.00%,140.00%,94,4,4.26%,0,0.00%,175.00%,0,0,0.00%,0,0.00%,0.00%,0,0,0.00%,0,0.00%,0.00%,94,4,4.26%,0,0.00%,0.00%,80,3,3.75%,0,0.00%,0.00%,Rp176.921,Rp176.921,Rp0,10,10,10,0,27,27,0,10,Rp17.692,12654,310,2.45%,32,10.32%,3.23%,10995,259,2.36%,28,10.81%,3.86%
Alat Pembuka Kran Patah Baut Penarik Keran Karat Rusak Dalam Pipa Tembok Screw Extractor Praktis,1732920840141637117,produk terjual ≥1,Aktif,Rp261.252,Rp0,Rp0,Rp0,Rp13.824,Rp0,Rp13.824,Rp0,Rp0,Rp0,Rp0,Rp0,Rp0,Rp0,Rp247.428,5,5,19,5,Rp52.250,4927,79,1.60%,12,15.19%,6.33%,4493,76,1.69%,11,14.47%,6.58%,Rp261.252,Rp0,Rp374.480,Rp86.572,Rp14.550,1,1,2728,44,43,3,1.61%,6.82%,Rp223.184,17,Rp0,Rp0,Rp0,0,0,0,0,0,0,0,0,Rp0,0,0,0,0.00%,0,0.00%,0.00%,0,0,0.00%,0,0.00%,0.00%,Rp13.824,Rp0,Rp13.824,1,1,0,1,1,0,1,1,Rp13.824,0,0,0,0.00%,0,0.00%,0.00%,0,0,0.00%,0,0.00%,0.00%,Rp0,Rp0,Rp0,Rp0,Rp0,Rp0,Rp0,0,0,0,0,Rp0,0,0,0,2,0,0.00%,0,0.00%,0.00%,1,0,0.00%,0,0.00%,0.00%,0,0,0.00%,0,0.00%,0.00%,0,0,0.00%,0,0.00%,0.00%,2,0,0.00%,0,0.00%,0.00%,1,0,0.00%,0,0.00%,0.00%,Rp247.428,Rp247.428,Rp0,4,4,4,0,18,18,0,4,Rp61.857,4926,79,1.60%,12,15.19%,5.06%,4450,76,1.71%,11,14.47%,5.26%
Mata Gerinda Potong Kayu 4x40 T - Mata Wood Carving Mata Gerinda Potong Kayu Triplek Softwood Hardwood MDF Plywood,1730786717713663485,produk terjual ≥1,Aktif,Rp258.893,Rp0,Rp0,Rp0,Rp85.951,Rp0,Rp85.951,Rp145.280,Rp0,Rp0,Rp0,Rp27.905,Rp27.905,Rp0,Rp27.662,7,7,12,6,Rp36.985,3423,89,2.60%,6,6.74%,7.87%,2991,71,2.37%,5,7.04%,8.45%,Rp258.893,Rp0,Rp306.519,Rp73.892,Rp62.779,2,2,2057,67,51,5,3.26%,8.96%,Rp238.563,11,Rp0,Rp0,Rp0,0,0,0,0,0,0,0,0,Rp0,1,10,0,0.00%,0,0.00%,0.00%,10,0,0.00%,0,0.00%,0.00%,Rp85.951,Rp0,Rp85.951,3,3,0,3,4,0,4,2,Rp28.650,0,617,20,3.24%,0,0.00%,15.00%,497,15,3.02%,0,0.00%,13.33%,Rp145.280,Rp0,Rp0,Rp0,Rp27.905,Rp27.905,Rp0,3,3,7,3,Rp48.427,2,3,0,499,24,4.81%,1,4.17%,12.50%,429,18,4.20%,1,5.56%,16.67%,55,1,1.82%,0,0.00%,0.00%,50,1,2.00%,0,0.00%,0.00%,411,21,5.11%,1,4.76%,4.76%,362,15,4.14%,1,6.67%,6.67%,Rp27.662,Rp27.662,Rp0,1,1,1,0,1,1,0,1,Rp27.662,2297,45,1.96%,5,11.11%,2.22%,2089,39,1.87%,4,10.26%,2.56%
KACAMATA SAFETY GOGGLES VITATOOLS MODEL CROSS Sport,1729970755001879037,produk terjual ≥1,Aktif,Rp256.561,Rp0,Rp0,Rp0,Rp109.881,Rp86.232,Rp23.649,Rp90.302,Rp0,Rp0,Rp0,Rp90.302,Rp60.002,Rp30.300,Rp56.378,9,9,9,8,Rp28.507,7720,251,3.25%,23,9.16%,3.59%,6224,193,3.10%,21,10.88%,4.15%,Rp256.561,Rp0,Rp422.640,Rp145.500,Rp117.750,4,4,4331,157,122,3,3.63%,1.91%,Rp86.678,3,Rp0,Rp0,Rp0,0,0,0,0,0,0,0,0,Rp0,0,0,0,0.00%,0,0.00%,0.00%,0,0,0.00%,0,0.00%,0.00%,Rp109.881,Rp86.232,Rp23.649,4,4,3,1,4,3,1,3,Rp27.470,0,84,8,9.52%,0,0.00%,50.00%,61,5,8.20%,0,0.00%,60.00%,Rp90.302,Rp0,Rp0,Rp0,Rp90.302,Rp60.002,Rp30.300,3,3,3,3,Rp30.101,1,0,1,3026,129,4.26%,13,10.08%,2.33%,2231,98,4.39%,12,12.24%,3.06%,0,0,0.00%,0,0.00%,0.00%,0,0,0.00%,0,0.00%,0.00%,2934,128,4.36%,13,10.16%,2.34%,2166,97,4.48%,12,12.37%,3.09%,Rp56.378,Rp56.378,Rp0,2,2,2,0,2,2,0,2,Rp28.189,4609,114,2.47%,10,8.77%,1.75%,4044,98,2.42%,9,9.18%,2.04%
Kunci Double Ring Satuan 5-32mm 5x6mm - 30-32mm Kunci Double Ring Yukido Tools Alat Perkakas Termurah Berkualitas Tinggi Anti Korosi,1730297761544439293,produk terjual ≥1,Aktif,Rp252.409,Rp0,Rp0,Rp0,Rp119.055,Rp0,Rp119.055,Rp133.354,Rp0,Rp0,Rp0,Rp0,Rp0,Rp0,Rp0,3,6,6,3,Rp42.068,3437,171,4.98%,19,11.11%,3.51%,2646,135,5.10%,10,7.41%,2.22%,Rp252.409,Rp0,Rp304.572,Rp47.372,Rp133.354,4,1,1870,112,85,1,5.99%,3.57%,Rp133.354,4,Rp0,Rp0,Rp0,0,0,0,0,0,0,0,0,Rp0,0,1,0,0.00%,0,0.00%,0.00%,1,0,0.00%,0,0.00%,0.00%,Rp119.055,Rp0,Rp119.055,2,2,0,2,2,0,2,2,Rp59.528,0,84,4,4.76%,0,0.00%,50.00%,38,3,7.89%,0,0.00%,66.67%,Rp133.354,Rp0,Rp0,Rp0,Rp0,Rp0,Rp0,1,4,4,1,Rp33.338,1,0,1,754,40,5.31%,0,0.00%,10.00%,546,34,6.23%,0,0.00%,2.94%,0,0,0.00%,0,0.00%,0.00%,0,0,0.00%,0,0.00%,0.00%,675,38,5.63%,0,0.00%,0.00%,475,32,6.74%,0,0.00%,0.00%,Rp0,Rp0,Rp0,0,0,0,0,0,0,0,0,Rp0,2598,127,4.89%,19,14.96%,0.00%,2071,98,4.73%,10,10.20%,0.00%
Rantai Potong Chainsaw 22 Inch Saw Chain Untuk Bar 22” Mata Rantai Senso,1732617338010633725,GMV & produk terjual = 0,Aktif,Rp245.423,Rp0,Rp0,Rp0,Rp61.198,Rp61.198,Rp0,Rp122.396,Rp0,Rp0,Rp0,Rp122.396,Rp122.396,Rp0,Rp61.829,4,4,4,4,Rp61.356,11390,524,4.60%,13,2.48%,0.76%,9304,459,4.93%,13,2.83%,0.87%,Rp245.423,Rp0,Rp327.423,Rp82.000,Rp0,0,0,4359,151,131,1,3.46%,0.66%,Rp61.829,1,Rp0,Rp0,Rp0,0,0,0,0,0,0,0,0,Rp0,1,40,0,0.00%,0,0.00%,0.00%,35,0,0.00%,0,0.00%,0.00%,Rp61.198,Rp61.198,Rp0,1,1,1,0,1,1,0,1,Rp61.198,0,1964,114,5.80%,3,2.63%,0.88%,1715,100,5.83%,3,3.00%,1.00%,Rp122.396,Rp0,Rp0,Rp0,Rp122.396,Rp122.396,Rp0,2,2,2,2,Rp61.198,18,6,16,5326,292,5.48%,8,2.74%,0.68%,4562,256,5.61%,8,3.13%,0.78%,37,0,0.00%,0,0.00%,0.00%,33,0,0.00%,0,0.00%,0.00%,5059,290,5.73%,4,1.38%,0.69%,4428,255,5.76%,4,1.57%,0.78%,Rp61.829,Rp61.829,Rp0,1,1,1,0,1,1,0,1,Rp61.829,4060,118,2.91%,2,1.69%,0.85%,3391,104,3.07%,2,1.92%,0.96%
Paket Tang Set Elka 2pcs Lancip Potong 6inch Termurah Tang Industri,1730692359691601405,produk terjual ≥1,Aktif,Rp237.944,Rp0,Rp0,Rp0,Rp39.578,Rp0,Rp39.578,Rp79.661,Rp0,Rp0,Rp0,Rp0,Rp0,Rp0,Rp118.705,6,6,6,6,Rp39.657,2105,114,5.42%,7,6.14%,5.26%,1823,62,3.40%,7,11.29%,9.68%,Rp237.944,Rp0,Rp335.134,Rp97.190,Rp40.083,1,1,1547,61,45,4,3.94%,6.56%,Rp159.322,4,Rp0,Rp0,Rp0,0,0,0,0,0,0,0,0,Rp0,0,0,0,0.00%,0,0.00%,0.00%,0,0,0.00%,0,0.00%,0.00%,Rp39.578,Rp0,Rp39.578,1,1,0,1,1,0,1,1,Rp39.578,0,10,0,0.00%,0,0.00%,0.00%,10,0,0.00%,0,0.00%,0.00%,Rp79.661,Rp0,Rp0,Rp0,Rp0,Rp0,Rp0,2,2,2,2,Rp39.830,0,0,0,20,1,5.00%,0,0.00%,200.00%,6,1,16.67%,0,0.00%,200.00%,0,0,0.00%,0,0.00%,0.00%,0,0,0.00%,0,0.00%,0.00%,1,0,0.00%,0,0.00%,0.00%,1,0,0.00%,0,0.00%,0.00%,Rp118.705,Rp118.705,Rp0,3,3,3,0,3,3,0,3,Rp39.568,2075,113,5.45%,7,6.19%,2.65%,1808,61,3.37%,7,11.48%,4.92%
Adaptor Konverter Mesin Bor Ke Gerinda Arbor Konektor Kunci Mata Mesin Gurinda,1729737239813130749,produk terjual ≥1,Aktif,Rp237.794,Rp0,Rp0,Rp0,Rp23.060,Rp0,Rp23.060,Rp150.173,Rp0,Rp0,Rp0,Rp104.836,Rp74.960,Rp29.876,Rp64.561,19,19,19,19,Rp12.515,8545,277,3.24%,30,10.83%,6.86%,7109,225,3.17%,27,12.00%,8.44%,Rp237.794,Rp0,Rp461.553,Rp243.134,Rp32.434,3,3,4425,133,107,12,3.01%,9.02%,Rp140.480,12,Rp0,Rp0,Rp0,0,0,0,0,0,0,0,0,Rp0,21,304,2,0.66%,0,0.00%,0.00%,267,2,0.75%,0,0.00%,0.00%,Rp23.060,Rp0,Rp23.060,2,2,0,2,2,0,2,2,Rp11.530,0,50,2,4.00%,0,0.00%,100.00%,45,2,4.44%,0,0.00%,100.00%,Rp150.173,Rp0,Rp0,Rp0,Rp104.836,Rp74.960,Rp29.876,11,11,11,11,Rp13.652,12,9,4,2671,138,5.17%,9,6.52%,7.97%,2328,120,5.15%,8,6.67%,9.17%,177,2,1.13%,0,0.00%,0.00%,170,2,1.18%,0,0.00%,0.00%,2459,136,5.53%,9,6.62%,5.15%,2134,118,5.53%,8,6.78%,5.93%,Rp64.561,Rp64.561,Rp0,6,6,6,0,6,6,0,6,Rp10.760,5520,135,2.45%,21,15.56%,4.44%,4614,103,2.23%,19,18.45%,5.83%
Gembok Chrome Leher Panjang 50mm 60 mm Chrome Wilmer 3 Anak Kunci Pengunci Panjang Top Security,1730260512427902461,produk terjual ≥1,Aktif,Rp236.812,Rp0,Rp0,Rp0,Rp39.292,Rp0,Rp39.292,Rp118.120,Rp0,Rp0,Rp0,Rp56.792,Rp22.624,Rp34.168,Rp79.400,12,12,12,12,Rp19.734,5123,148,2.89%,19,12.84%,8.11%,4478,128,2.86%,18,14.06%,9.38%,Rp236.812,Rp0,Rp359.817,Rp111.356,Rp0,0,0,3245,102,87,10,3.14%,9.80%,Rp199.062,10,Rp0,Rp0,Rp0,0,0,0,0,0,0,0,0,Rp0,0,0,0,0.00%,0,0.00%,0.00%,0,0,0.00%,0,0.00%,0.00%,Rp39.292,Rp0,Rp39.292,2,2,0,2,2,0,2,2,Rp19.646,0,3,0,0.00%,0,0.00%,0.00%,3,0,0.00%,0,0.00%,0.00%,Rp118.120,Rp0,Rp0,Rp0,Rp56.792,Rp22.624,Rp34.168,6,6,6,6,Rp19.687,3,0,3,691,23,3.33%,1,4.35%,26.09%,604,21,3.48%,1,4.76%,28.57%,0,0,0.00%,0,0.00%,0.00%,0,0,0.00%,0,0.00%,0.00%,657,23,3.50%,1,4.35%,13.04%,587,21,3.58%,1,4.76%,14.29%,Rp79.400,Rp79.400,Rp0,4,4,4,0,4,4,0,4,Rp19.850,4430,125,2.82%,18,14.40%,3.20%,3825,106,2.77%,17,16.04%,3.77%
Switch Saklar Skakel On Off Circle Gergaji Circular Saw Maktec Makita MT580 MT583 5800 2600,1730748435385517565,produk terjual ≥1,Aktif,Rp236.635,Rp0,Rp0,Rp0,Rp11.231,Rp0,Rp11.231,Rp61.201,Rp0,Rp0,Rp0,Rp0,Rp0,Rp0,Rp164.203,15,15,16,15,Rp15.776,4862,125,2.57%,7,5.60%,12.00%,4063,97,2.39%,7,7.22%,15.46%,Rp236.635,Rp0,Rp490.955,Rp298.500,Rp0,0,0,3594,99,75,13,2.75%,13.13%,Rp204.164,13,Rp0,Rp0,Rp0,0,0,0,0,0,0,0,0,Rp0,1,28,1,3.57%,0,0.00%,0.00%,27,1,3.70%,0,0.00%,0.00%,Rp11.231,Rp0,Rp11.231,1,1,0,1,1,0,1,1,Rp11.231,0,1,0,0.00%,0,0.00%,0.00%,1,0,0.00%,0,0.00%,0.00%,Rp61.201,Rp0,Rp0,Rp0,Rp0,Rp0,Rp0,4,4,4,4,Rp15.300,0,0,0,1,0,0.00%,0,0.00%,0.00%,0,0,0.00%,0,0.00%,0.00%,0,0,0.00%,0,0.00%,0.00%,0,0,0.00%,0,0.00%,0.00%,0,0,0.00%,0,0.00%,0.00%,0,0,0.00%,0,0.00%,0.00%,Rp164.203,Rp164.203,Rp0,10,10,10,0,11,11,0,10,Rp16.420,4831,124,2.57%,7,5.65%,8.06%,3998,95,2.38%,7,7.37%,10.53%
Mata Bor BESI Set 25PCS Jason HSS 1-13mm | Drill Bit Set Box Besi Kuat,1732217452214715901,produk terjual ≥1,Aktif,Rp234.421,Rp0,Rp0,Rp0,Rp0,Rp0,Rp0,Rp234.421,Rp0,Rp0,Rp0,Rp0,Rp0,Rp0,Rp0,1,1,1,1,Rp234.421,2757,85,3.08%,3,3.53%,1.18%,2392,72,3.01%,3,4.17%,1.39%,Rp234.421,Rp0,Rp269.621,Rp20.500,Rp0,0,0,858,34,30,1,3.96%,2.94%,Rp234.421,1,Rp0,Rp0,Rp0,0,0,0,0,0,0,0,0,Rp0,23,1221,24,1.97%,0,0.00%,0.00%,1036,18,1.74%,0,0.00%,0.00%,Rp0,Rp0,Rp0,0,0,0,0,0,0,0,0,Rp0,0,4,0,0.00%,0,0.00%,0.00%,3,0,0.00%,0,0.00%,0.00%,Rp234.421,Rp0,Rp0,Rp0,Rp0,Rp0,Rp0,1,1,1,1,Rp234.421,0,0,0,191,7,3.66%,0,0.00%,14.29%,145,7,4.83%,0,0.00%,14.29%,0,0,0.00%,0,0.00%,0.00%,0,0,0.00%,0,0.00%,0.00%,137,7,5.11%,0,0.00%,0.00%,97,7,7.22%,0,0.00%,0.00%,Rp0,Rp0,Rp0,0,0,0,0,0,0,0,0,Rp0,1341,54,4.03%,3,5.56%,0.00%,1201,48,4.00%,3,6.25%,0.00%
Gemuk Grease Gun Coupler oil nozzle High Pressure Grease Gun Pistol Gemuk Quick Release Alat Kepala Pompa Grease Gun Grease Coupler Heavy Duty Kunci Ganda,1732911857175135741,produk terjual ≥1,Aktif,Rp230.962,Rp0,Rp0,Rp0,Rp25.326,Rp0,Rp25.326,Rp180.086,Rp0,Rp0,Rp0,Rp153.826,Rp153.826,Rp0,Rp25.550,9,9,9,9,Rp25.662,6426,177,2.75%,9,5.08%,5.08%,5649,143,2.53%,8,5.59%,6.29%,Rp230.962,Rp0,Rp361.112,Rp127.800,Rp55.550,2,2,2691,40,37,1,1.49%,2.50%,Rp25.550,1,Rp0,Rp0,Rp0,0,0,0,0,0,0,0,0,Rp0,1,83,4,4.82%,0,0.00%,0.00%,76,2,2.63%,0,0.00%,0.00%,Rp25.326,Rp0,Rp25.326,1,1,0,1,1,0,1,1,Rp25.326,1,32,3,9.38%,0,0.00%,33.33%,21,2,9.52%,0,0.00%,50.00%,Rp180.086,Rp0,Rp0,Rp0,Rp153.826,Rp153.826,Rp0,7,7,7,7,Rp25.727,5,1,4,2199,94,4.27%,3,3.19%,7.45%,1787,65,3.64%,3,4.62%,10.77%,90,5,5.56%,0,0.00%,0.00%,78,4,5.13%,0,0.00%,0.00%,2022,86,4.25%,3,3.49%,6.98%,1651,60,3.63%,3,5.00%,10.00%,Rp25.550,Rp25.550,Rp0,1,1,1,0,1,1,0,1,Rp25.550,4109,74,1.80%,6,8.11%,1.35%,3632,68,1.87%,5,7.35%,1.47%
Penggaris Meteran Laser Waterpass Laser 250 CM/ 8 FT Laser Level Pro 3 TOPMAX,1732122476491212285,GMV & produk terjual = 0,Aktif,Rp227.550,Rp0,Rp0,Rp0,Rp0,Rp0,Rp0,Rp118.345,Rp0,Rp0,Rp0,Rp118.345,Rp0,Rp118.345,Rp109.205,4,4,4,4,Rp56.888,4133,96,2.32%,11,11.46%,4.17%,3651,85,2.33%,11,12.94%,4.71%,Rp227.550,Rp0,Rp261.376,Rp22.645,Rp62.041,1,1,2519,68,57,3,2.70%,4.41%,Rp171.976,3,Rp0,Rp0,Rp0,0,0,0,0,0,0,0,0,Rp0,1,2,0,0.00%,0,0.00%,0.00%,2,0,0.00%,0,0.00%,0.00%,Rp0,Rp0,Rp0,0,0,0,0,0,0,0,0,Rp0,0,372,14,3.76%,1,7.14%,0.00%,331,13,3.93%,1,7.69%,0.00%,Rp118.345,Rp0,Rp0,Rp0,Rp118.345,Rp0,Rp118.345,2,2,2,2,Rp59.172,2,2,0,529,11,2.08%,0,0.00%,18.18%,495,9,1.82%,0,0.00%,22.22%,58,0,0.00%,0,0.00%,0.00%,55,0,0.00%,0,0.00%,0.00%,452,11,2.43%,0,0.00%,18.18%,422,9,2.13%,0,0.00%,22.22%,Rp109.205,Rp109.205,Rp0,2,2,2,0,2,2,0,2,Rp54.602,3231,71,2.20%,10,14.08%,2.82%,2782,63,2.26%,10,15.87%,3.17%
